inputs;aspects;start_position;end_position
Limpeza ruim e tardia (os quartos não eram limpos antes as 15:00) e alimentação muito cara. Funcionários muito resistentes a falar em inglês. Banheiro muito pequeno. E a cama de casal era na verdade duas camas de solteiro unidas com dois edredons separados também. Fugiu totalmente do padrão Ibis de outros países em que já estive hospedado.;cama;170;174
Hotel imundo quarto ridiculamente pequeno e imundo² os pedreiros eram barulhentos e faziam algazarra o tempo inteiro LIXO EM BAIXO DA CAMA (RESTOS DE PÃO E BISCOITO) Banheiro imundo, vista ridícula... Talvez a única coisa que salve são os recepcionistas. Para um estabelecimento pífio desse laia, os preços cobrados se tornam uma fortuna, um barato que sai caro.. deveria ser cobrado no máximo R$ 10,00 pois até Motéis Baratos são mais confortáveis, menos sujos e menos feios. Não fiquei nem 3 horas hospedado naquela espelunca, graças a deus achei um hotel descente. bonito, confortável e com um preço HONESTO. Pagar 89/109 reais numa porcaria daquela? Economize o seu dinheiro e vá para um motel, durma no carro ou mesmo, se estiver duro, durma na praça, pois, com certeza a relação custo-benefício será mais honesta e fidedigna.;custo-benefício;785;800
The city club hotel é um hotel pequeno muito próximo a times square , com restaurantes , farmácia e bancos próximos , além de estações do metro ! Pessoal muito gentil com serviço de ótima qualidade !  Quarto - grande com tv LCD a cabo  Internet - wi fi free  Cama - bom tamanho , roupa cama nova  Chuveiro - muita água quente e fácil de regular   Ar condicionado - quente e frio funcionam  Carregador de iPhone disponível;serviço;171;178
Ja estive em hotéis de luxo em Vegas como Bellagio e Wynn.  Desta vez, precisava de algo mais econômico e escolhi o Ballys pela localizaçao privilegiada.  Acho que foi uma boa escolha pois embora os móveis sejam antigos e o carpete um pouco gasto, o quarto era grande, as camas limpas e confortáveis e o chuveiro bom.  De bônus, ainda tinhamos uma vista linda pra Torre Eiffel e vista parcial pra fonte do Bellagio.  Se vc precisa economizar na hospedagem, escolha o Ballys!;chuveiro;304;312
Caro demais para o que eles oferecem. O quarto era minusculo, sem espáco para as malas. O serviço péssimo, vários dias estava muito sujo (passei 6 noites lá). A localização é ok, mas não é das melhores. Apesar de muito perto de 3 estações, a que fica mais perto (Chateau Landon) não tem conexões com nenhuma outra. O Café da manhã é bom.;serviço;90;97
Um bom local para se hospedar ,ótima localização, bem no centro de Porto Alegre.Deixa a desejar no room service, pouca variedade e muito lento o atendimento.Recepção atenciosa, mas um pouco lenta. Café da manhã simples, mas agradável.;atendimento;145;156
Atendimento muito simpático na recepção e por todos os funcionários. Nos sentimos muito bem recebidos.  É bem localizado (perto de duas estações de metrô).   O quarto era pequeno, mas era bom (muito limpo e confortável). Ótimo chuveiro (apesar de pequeno).    Eles disponibilizam um notebook para acesso a internet no salão de entrada.    Ótimo café da manhã!;chuveiro;227;235
O hotel atende o padrão Ibis:Quarto limpo,uma boa cama,wi-fi grátis no quarto, sem frigobar(o que não é um grande empecilho pois no hall do hotel existe uma máquina com algumas opções de bebidas).De fato, o banheiro é pequeno.Mas isso também não foi nenhum problema.  É praticamente em frente a estação Cambronne,numa ótima localização perto de restaurantes, padarias, mercados e dá para ir a pé até a Torre Eiffel.  Recomendo!;hotel;2;7
toda vez que vou a nyc, eu fico nesse hotel. a localização é a melhor possível, ao lado da times square. é possível andar a pé nas imediações do hotel até tarde da madrugada, está sempre cheio de pedestres.as lojas e restaurantes funcionam até tarde nas imediações. há diversas estações de metro proximas e taxis sempre por perto. o hotel é lindo, os quartos são ótimo, super limpos, o staff é educado e solicito. o café da manhã é ótimo.;localização;47;58
Além de tudo que já foi dito da localizaçao, conforto, quartos remodelados e preço das diárias, o Paris tem boas opções de restaurantes (o que é ótimo quando vc chega cansado dos passeios e compras. Recomendo o Mom Ami Gabi para jantar e o Sugar Factory para um café ou lanche - procure ficar nas mesas externas, de frente pra STrip e das fontes do Bellagio. Show.;quarto;55;61
Tentei achar um hotel para passar a noite para embarcar pela manhã só consegui esse hotel, como todos sabem em cima da hora o valor é fora da realidade, paguei valor como se fosse um hotel no minimo 3 estrelas, mais esse hotel parece hotel de beira de estrada ou em frente de rodoviária. O quarto de bom tamanho, mais muito antigo, faltava uma reforma, mais o mais importante o café da manhã com bolos e pães amanhecidos, leite aguado, não recomendo.;café da manhã;378;391
A localização do hotel é muito boa, pois dá pra conhecer os pontos turísticos a pé. Apesar de estar no centrão de Paris, a área do hotel é segura, com bares, restaurantes, shopping e metrô por perto.  Os funcionários são muito atenciosos. A única coisa que não gostei foi do banheiro do quarto, pois o vaso sanitário fica separado do banheiro propriamente dito, onde há chuveiro, banheira e pia.;quarto;287;293
Tradicional hotel em localização ótima para negócios no centro de Porto Alegre. Mas eles podiam fazer uma renovação! Os quartos continuam, em sua maioria, muito antigos, com pouco espaço, banheiros estreitos e com duchas fracas. Gostaria de voltar ao hotel e vê-lo em melhores condições!;quarto;120;126
O Regente oferece apartamentos mobiliados, sendo que fiquei num com cozinha,sala, 1 dormitório e banheiro. As instalações são um pouco antigas, mas estão bem conservadas. O banheiro é amplo e a sala conta com ar condicionado.;apartamento;18;29
Hotel simples e, como tudo em Paris, com selo histórico. Você pode ate não ser muito bom de redação, mas se sentirá mais próximo da literatura hospedando-se onde Gabriel Garcia Marques escreveu uma de suas grandes obras. Quartos e banheiros tamanho PP, mas limpeza e atenciosidade dos funcionários tamanho G!;hotel;0;5
O quarto é minúsculo! As camas de solteiro formam praticamente uma de casal, são quase unidas. Não tem muito espaço para as malas! O secador é horrível... Não conte com ele... O banheiro assim como o quarto é bem pequeno, principalmente o box, que possui formato de um triângulo! Bem apertado!Tirando isso foi ótimo!;quarto;2;8
Em abril de 2012 nos hospedamos no hotel referido e ficamos muito impreessionados com tudo: excelente localizacao na 3 avenida (com metro em frente e na mesma calcada, além de farmacia ao lado e vários restaurantes e lojas a poucos passos). Funcionarios muito cordiais, limpeza otima dos quartos e tudo muito pratico e conveniente.... ficarei lá novamente... ótimo custo-benefício em Manhatan.;quarto;288;294
Equipe atenciosa e gentil. Cuidou bem das várias encomendas à Amazon que fiz e que haviam sido entregues durante a semana à concièrge. Ótima localização, a alguns passos de Times Square, perto de Central e Bryant Park. Irish Pub quase em frente, Starbucks em frente.  Room Tip: evite o café da manhã, muito caro para pouca comida.;localização;141;152
Funcionários gentis, quartos novos e limpos (não são enormes, mas coube nossas 4 malas!), internet wi fi de graça, na esquina da rua tem uma estação de metrô e um Starbucks. Todos os dias fomos andando para Times Square (umas 5 quadras). Também dá para ir andando na BH (famosa loja de equipamentos de foto/filmagem), Madson Square e Pen Station.  O Café da manhã servido no hotel, e incluso no valor da diária, é honesto, porém o salão onde é servido é bem pequeno.;café da manhã;350;363
O hotel precisa passar urgentemente por reforma, o hotel serve para quem está de passagem pela cidade só para dormir, como foi o meu caso. O atendimento foi bom, e o café da manhã tava bom, o quarto é super simples.;hotel;2;7
Um hotel pequeno com quartos aconchegantes e confortáveis, wi-fi grátis e ótima localização. Dá pra ir a pé aos pontos turísticos mais badalados ou se locomover de metrô, trem ou ônibus para qualquer canto da cidade e região facilmente para quem vai a trabalho. Sem contar que eles oferecem early check-in com a maior tranquilidade.  Room Tip: As suítes com janelas para a frente do hotel mostram uma praça arborizada de um edificio comercial b...;quarto;21;27
Hotel instalado em edifício antigo. O quarto que usei tinha acabamentos bastante antigos, mas a cama era bastante confortável, e como era na parte mais aos fundos do hotel, era silencioso. Os corredores dão uma sensação meio fúnebre, por não ter muita iluminação.O acesso é fácil, fica numa ótima localização, perto da Praça da Alfândega e centro histórico da da cidade. O atendimento é bom. O café-da-manhã não tem muita variedade.;hotel;0;5
Hotel com ótimas acomodações, quarto espaçoso, banheiro amplo com um chuveiro maravilhoso.  Fiz algumas encomendas online para serem entregues no hotel e não tive problemas com isso.  Deixaram fazer check in antes do horário e check out so na hora do nosso vôo. Tudo mt bom, sem motivos de reclamação. Sem duvidas será a minha escolha quando retornar.;hotel;0;5
A localização é boa, perto de duas estações de metro.......o quarto possui uma pequena cozinha, mas o atendimento e limpeza é ruim...a limpeza é apenas uma vez por semana, fiquei 6 dias e por isso não limparam nenhum dia...sequer repor o papael!!!!  Além disso a portaria funciona apenas no horário comercial....atenção no horario de chegada!!! Tomei um susto ao chegar e a porta estava fechada!!!!!;localização;2;13
Nova York é uma cidade de sonho...    Tive oportunidade de ficar neste hotel e foi uma experiência espetacular.  O terraço é deslumbrante e o ambiente do bar excelente. Umas noites bem divertidas a dançar até tarde!  O Hotel no geral é muito bom e o pessoal extremamente atencioso.    Num dia que volte a Nova York, certamente será um hotel a voltar.;cidade;16;22
Hotel com péssimo serviço de limpeza e arrumação dos quartos. Aquecimento do quarto (todos os quartos do hotel) sem funcionar, assim como a água para banho não aquecia suficientemente para um banho confortável.  Nos hospedamos no inverno e passamos frio, eu e minha filha de 10 anos.  O problema com o aquecimento já existia antes de nossa reserva, mas não fomos informados.   Em resumo fomos enganados e espero ser compensado pelo transtorno causado.;aquecimento;62;73
localizacao otima ao lado da Gare du Nord..vai a pe.  muita coisa em volta da pra caminhar..restaurantes..bares...  da ate para chegar na Champs Elisee a pé com uma boa caminhada.  em Monmarte tb se chega a pe.    como todo Ibis o quarto é vergonhosamente pequeno !! um casal fica apertado !  o banheiro é vergonhoso de pequeno !!!!!  é um hotel so para dormir e de preferencia um solteiro  mas o preco é bom por ser paris.  boa limpeza.  bar no lobbu tb bom  Room Tip: peca o maior quarto !!!;limpeza;429;436
Com um ótimo atendimento e novo conceito, o hotel boutique possui camas extremamentes confortáveis. Embora o preço seja um ponto negativo, vale a pena cada dólar gasto. Sua excelente localização garante que você chegue ao Central Park em minutos ou a 5ª Avenida com apenas alguns passos.   www.shorehamhotel.com;preço;109;114
